personId,firstName,lastName,birthDate,school,country,heightInches,bodyWeightLbs,guard,forward,center,draftYear,draftRound,draftNumber
43229,Jeff,Allen,,,"",,,False,False,False,"","",""
706,Jerome,Allen,,,USA,,,True,False,False,1995.0,2.0,49.0
1628443,Kadeem,Allen,,,USA,,,True,False,False,2017.0,2.0,53.0
202730,Lavoy,Allen,,,USA,,,False,True,True,2011.0,2.0,50.0
76027,Lucius,Allen,,,USA,,,True,False,False,1969.0,1.0,3.0
2124,Malik,Allen,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1629305,Marcus,Allen,,,"",,,"","","","","",""
76025,Randy,Allen,,,USA,,,False,True,False,-22.0,-22.0,-22.0
951,Ray,Allen,,,USA,,,True,False,False,1996.0,1.0,5.0
203206,Ryan,Allen,,,"",,,"","","","","",""
1641851,Timmy,Allen,,,USA,,,False,False,False,-22.0,-22.0,-22.0
2754,Tony,Allen,,,USA,,,True,True,False,2004.0,1.0,25.0
196295497,Akech,Allir,,,,,,,,,,,
76029,Odis,Allison,,,USA,,,False,True,False,1971.0,5.0,76.0
200984,Lance,Allred,,,USA,,,False,False,True,-1.0,-1.0,-1.0
76030,Darrell,Allums,,,USA,,,False,True,False,1980.0,5.0,103.0
201165,Morris,Almond,,,USA,,,True,False,False,2007.0,1.0,25.0
64001,Amit,Alon,,,"",,,"","","","","",""
196295494,Yonatan,Alon,,,,,,,,,,,
308,Derrick,Alston,,,USA,,,False,False,True,1994.0,2.0,33.0
1747,Rafer,Alston,,,USA,,,True,False,False,1998.0,2.0,39.0
1630247,Derrick,Alston Jr.,,,USA,,,False,False,False,-22.0,-22.0,-22.0
43309,Can,Altintig,,,"",,,"","","","","",""
43191,Ben,Altit,,,"",,,"","","","","",""
1824,Peter,Aluma,,,USA,,,False,False,True,-1.0,-1.0,-1.0
1630631,Jose,Alvarado,,,,,,,,,,,
680,John,Amaechi,,,United Kingdom,,,False,True,True,-1.0,-1.0,-1.0
732,Ashraf,Amaya,,,USA,,,False,False,False,-22.0,-22.0,-22.0
202329,Al-Farouq,Aminu,,,USA,,,False,True,False,2010.0,1.0,8.0
1966938153,Gil,Amitay,,,"",,,"","","","","",""
200811,Lou,Amundson,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76034,Bob,Anderegg,,,USA,,,False,True,False,1959.0,3.0,20.0
525,Andersen,Andersen,,,"",,,"","","","","",""
2365,Chris,Andersen,,,USA,,,False,True,True,-1.0,-1.0,-1.0
2431,David,Andersen,,,Australia,,,"","","",2002.0,2.0,36.0
56004,David,Andersen,,,"",,,"","","","","",""
101187,Alan,Anderson,,,USA,,,True,True,False,-1.0,-1.0,-1.0
41628,Alan,Anderson,,,"",,,"","","","","",""
202079,Antonio,Anderson,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1629190,C.J.,Anderson,,,"",,,"","","","","",""
76035,Cliff,Anderson,,,USA,,,True,False,False,1967.0,4.0,35.0
76036,Daniel,Anderson,,,USA,,,True,False,False,1974.0,6.0,92.0
1507,Derek,Anderson,,,USA,,,True,False,False,1997.0,1.0,13.0
76037,Dwight,Anderson,,,USA,,,True,False,False,1982.0,2.0,41.0
1966938154,Eric,Anderson,,,"",,,False,False,True,"","",""
944,Eric,Anderson,,,USA,,,False,True,False,-1.0,-1.0,-1.0
246,Greg,Anderson,,,USA,,,False,True,True,1987.0,1.0,23.0
202815,Jake,Anderson,,,"",,,"","","","","",""
202341,James,Anderson,,,USA,,,True,True,False,2010.0,1.0,20.0
76040,Jerome,Anderson,,,USA,,,True,False,False,1975.0,3.0,53.0
1626147,Justin,Anderson,,,USA,,,True,True,False,2015.0,1.0,21.0
72,Kenny,Anderson,,,USA,,,True,False,False,1991.0,1.0,2.0
203198,Kevin,Anderson,,,"",,,"","","","","",""
76041,Kim,Anderson,,,USA,,,False,True,False,1978.0,7.0,146.0
203937,Kyle,Anderson,,,,,,,,,,,
196294559,Lachlan,Anderson,,,"",,,"","","","","",""
76042,Michael,Anderson,,,USA,,,True,False,False,1988.0,3.0,73.0
76043,Mitchell,Anderson,,,USA,,,False,True,False,1982.0,2.0,36.0
98,Nick,Anderson,,,USA,,,True,True,False,1989.0,1.0,11.0
76045,Richard,Anderson,,,USA,,,False,True,False,1982.0,2.0,32.0
76046,Ron,Anderson,,,USA,,,False,True,False,1984.0,2.0,27.0
201583,Ryan,Anderson,,,USA,,,False,True,False,2008.0,1.0,21.0
1000,Shandon,Anderson,,,USA,,,True,True,False,1996.0,2.0,54.0
335,Willie,Anderson,,,USA,,,True,True,False,1988.0,1.0,10.0
76048,Wally,Anderzunas,,,USA,,,False,False,True,1969.0,2.0,25.0
1627882,Andrew,Andrews,,,"",,,"","","","","",""
1962937812,Zach,Andrews,,,"",,,"","","","","",""
101149,Martynas,Andriuskevicius,,,Lithuania,,,False,False,True,2005.0,2.0,44.0
43230,Brody,Angley,,,"",,,False,False,False,"","",""
1629132,Braian,Angola-Rodas,,,"",,,"","","","","",""
76049,Don,Anielak,,,USA,,,False,True,False,1954.0,3.0,26.0
196295097,Alec,Anigbata,,,"",,,"","","","","",""
1628387,Ike,Anigbogu,,,USA,,,False,False,True,2017.0,2.0,47.0
41005,Michailas,Anisimovas,,,"",,,"","","","","",""
76050,Michael,Ansley,,,USA,,,False,True,False,1989.0,2.0,37.0
1512,Chris,Anstey,,,Australia,,,False,False,True,1997.0,1.0,18.0
203507,Giannis,Antetokounmpo,,,,,,,,,,,
1628961,Kostas,Antetokounmpo,,,Greece,,,False,True,False,2018.0,2.0,60.0
203648,Thanasis,Antetokounmpo,,,,,,,,,,,
2546,Carmelo,Anthony,,,USA,,,False,True,False,2003.0,1.0,3.0
1630175,Cole,Anthony,,,,,,,,,,,
21,Greg,Anthony,,,USA,,,True,False,False,1991.0,1.0,12.0
201202,Joel,Anthony,,,Canada,,,False,False,True,-1.0,-1.0,-1.0
203544,Pero,Antic,,,Macedonia,,,False,True,True,-1.0,-1.0,-1.0
196295061,Grant,Anticevich,,,"",,,"","","","","",""
196294553,Jonah,Antonio,,,"",,,"","","","","",""
1628384,OG,Anunoby,,,,,,false,false,false,,,
2644,Rick,Apodaca,,,"",,,"","","","","",""
203951,Keith,Appling,,,USA,,,False,False,False,-22.0,-22.0,-22.0
2737,Rafael,Araujo,,,Brazil,,,False,False,True,2004.0,1.0,8.0
76053,Stacey,Arceneaux,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76054,Nate,Archibald,,,USA,,,True,False,False,1970.0,2.0,19.0
2425,Robert,Archibald,,,Scotland,,,False,True,False,2002.0,2.0,31.0
196295064,Chris,Arcidiacono,,,"",,,"","","","","",""
1627853,Ryan,Arcidiacono,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76055,Jim,Ard,,,USA,,,False,False,True,1970.0,1.0,6.0
2240,Gilbert,Arenas,,,USA,,,True,False,False,2001.0,2.0,30.0
43231,Liraz,Ariely,,,"",,,"","","","","",""
2772,Trevor,Ariza,,,USA,,,False,True,False,2004.0,2.0,43.0
76056,Paul,Arizin,,,USA,,,False,True,False,1950.0,"",""
76057,Joe,Arlauckas,,,USA,,,False,True,False,1987.0,4.0,74.0
1631317,Adonis,Arms,,,USA,,,False,False,False,-22.0,-22.0,-22.0
769,B.J.,Armstrong,,,USA,,,True,False,False,1989.0,1.0,18.0
76061,Bob,Armstrong,,,USA,,,False,False,True,-22.0,-22.0,-22.0
2220,Brandon,Armstrong,,,USA,,,True,False,False,2001.0,1.0,23.0
353,Darrell,Armstrong,,,USA,,,True,False,False,-1.0,-1.0,-1.0
200756,Hilton,Armstrong,,,USA,,,False,True,True,2006.0,1.0,12.0
76060,Paul,Armstrong,,,USA,,,True,False,False,-22.0,-22.0,-22.0
1642379,Taran,Armstrong,,,"",,,"","","","","",""
196294551,Taran,Armstrong,,,"",,,"","","","","",""
76059,Tate,Armstrong,,,USA,,,True,False,False,1977.0,1.0,13.0
76062,Jesse,Arnelle,,,USA,,,False,True,False,1955.0,2.0,13.0
76063,Jay,Arnette,,,USA,,,True,False,False,1960.0,2.0,9.0
547,Arnold,Arnold,,,"",,,"","","","","",""
76064,Bob,Arnzen,,,USA,,,False,True,False,1969.0,8.0,103.0
2306,Carlos,Arroyo,,,Puerto Rico,,,True,False,False,-1.0,-1.0,-1.0
590,Ender,Arslan,,,"",,,"","","","","",""
201589,Darrell,Arthur,,,USA,,,False,True,False,2008.0,1.0,27.0
76065,John,Arthurs,,,USA,,,True,False,False,1969.0,6.0,73.0
1628503,Jamel,Artis,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1962937170,Netanel,Artzi,,,"",,,"","","","","",""
1626165,Brandon,Ashley,,,"",,,"","","","","",""
201600,Omer,Asik,,,Turkey,,,False,False,True,2008.0,2.0,36.0
355,Vincent,Askew,,,USA,,,True,False,False,1987.0,2.0,39.0
173,Keith,Askins,,,USA,,,True,True,False,-22.0,-22.0,-22.0
76068,Don,Asmonga,,,USA,,,True,False,False,-1.0,-1.0,-1.0
202213,Connor,Atchley,,,"",,,"","","","","",""
76069,Richard,Atha,,,USA,,,True,False,False,1953.0,"",""
196294582,Yonatan,Atias,,,"",,,"","","","","",""
1088,Chucky,Atkins,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1626276,Darion,Atkins,,,"",,,"","","","","",""
76070,Alvin,Attles,,,USA,,,True,False,False,1960.0,5.0,39.0
76071,Chet,Aubuchon,,,USA,,,True,False,False,-1.0,-1.0,-1.0
1641914,Chase,Audige,,,USA,,,False,False,False,-22.0,-22.0,-22.0
278,Stacey,Augmon,,,USA,,,True,True,False,1991.0,1.0,9.0
1627811,Zach,Auguste,,,"",,,"","","","","",""
201571,D.J.,Augustin,,,USA,,,True,False,False,2008.0,1.0,9.0
200788,James,Augustine,,,USA,,,False,True,False,2006.0,2.0,41.0
558,"",Austin,,,"",,,"","","","","",""
1627649,Brandon,Austin,,,"",,,"","","","","",""
1134,Ike,Austin,,,USA,,,False,False,True,1991.0,2.0,48.0
76073,John,Austin,,,USA,,,True,False,False,1966.0,4.0,38.0
76074,Ken,Austin,,,USA,,,False,True,False,1983.0,5.0,101.0
1643113,Zack,Austin,,,,,,,,,,,
56070,Vule,Avdalovic,,,"",,,"","","","","",""
1630166,Deni,Avdija,,,,,,,,,,,
138,Anthony,Avent,,,USA,,,False,False,True,1991.0,1.0,15.0
76076,William,Averitt,,,USA,,,True,False,False,1973.0,4.0,55.0
1895,William,Avery,,,USA,,,True,False,False,1999.0,1.0,14.0
196294083,Niv,Avidan,,,"",,,"","","","","",""
1627938,J.J.,Avila,,,"",,,"","","","","",""
76078,Dennis,Awtrey,,,USA,,,False,False,True,1970.0,3.0,46.0
1630555,Joel,Ayayi,,,France,,,True,False,False,-1.0,-1.0,-1.0
202970,Gustavo,Ayon,,,Mexico,,,"","","",-1.0,-1.0,-1.0
2148,Mark,Ayotte,,,"",,,"","","","","",""
201965,Jeff,Ayres,,,USA,,,False,True,True,2009.0,2.0,31.0
1629028,Deandre,Ayton,,,,,,false,false,false,,,
101235,Kelenna,Azubuike,,,United Kingdom,,,True,False,False,-1.0,-1.0,-1.0
1628962,Udoka,Azubuike,,,Nigeria,,,False,True,True,2020.0,1.0,27.0
1629819,Yudai,Baba,,,"",,,"","","","","",""
203569,Chris,Babb,,,USA,,,True,False,False,-1.0,-1.0,-1.0
202337,Luke,Babbitt,,,USA,,,False,True,False,2010.0,1.0,16.0
76079,Milos,Babic,,,USA,,,False,False,True,1990.0,2.0,50.0
41002,Stepas,Babrauskas,,,"",,,"","","","","",""
76080,Johnny,Bach,,,USA,,,False,True,False,1948.0,"",""
203947,Jordan,Bachynski,,,"",,,"","","","","",""
1628407,Dwayne,Bacon,,,USA,,,True,True,False,2017.0,2.0,40.0
196294583,Dwayne,Bacon,,,"",,,False,True,False,"","",""
1630654,Armando,Bacot,,,USA,,,False,False,False,-22.0,-22.0,-22.0
2587,Malick,Badiane,,,"",,,"","","","","",""
1630641,Ibou,Badji,,,,,,,,,,,
76081,Jim,Baechtold,,,USA,,,False,True,False,1952.0,1.0,2.0
2053,Dalibor,Bagaric,,,Croatia,,,False,False,True,2000.0,1.0,24.0
76082,John,Bagley,,,USA,,,True,False,False,1982.0,1.0,12.0
1630542,Marcus,Bagley,,,"",,,False,True,False,"","",""
1628963,Marvin,Bagley III,,,,,,,,,,,
1642846,Ace,Bailey,,,,,,false,false,false,,,
1641735,Amari,Bailey,,,USA,,,True,False,False,2023.0,2.0,41.0
76084,Carl,Bailey,,,USA,,,False,False,True,1980.0,3.0,66.0
76083,Gus,Bailey,,,USA,,,True,False,False,1974.0,2.0,23.0
76085,James,Bailey,,,USA,,,False,True,False,1979.0,1.0,6.0
101228,Kyle,Bailey,,,"",,,"","","","","",""
1847,Thurl,Bailey,,,USA,,,False,True,False,1983.0,1.0,7.0
1753,Toby,Bailey,,,USA,,,True,False,False,1998.0,2.0,45.0
203946,Cameron,Bairstow,,,Australia,,,False,True,True,2014.0,2.0,49.0
196295055,Sean,Bairstow,,,"",,,"","","","","",""
1858,Mark,Baker,,,USA,,,True,False,False,-1.0,-1.0,-1.0
2486,Maurice,Baker,,,USA,,,True,False,False,-1.0,-1.0,-1.0
76089,Norm,Baker,,,Canada,,,True,False,False,-1.0,-1.0,-1.0
1627758,Ron,Baker,,,USA,,,True,False,False,-1.0,-1.0,-1.0
452,Vin,Baker,,,USA,,,False,True,False,1993.0,1.0,8.0
1627836,Gracin,Bakumanya,,,"",,,"","","","","",""
196294607,Franco,Balbi,,,"",,,True,False,False,"","",""
64143,Franco,Balbi,,,"",,,"","","","","",""
1627735,Wade,Baldwin IV,,,USA,,,True,False,False,2016.0,1.0,17.0
1631116,Patrick,Baldwin Jr.,,,,,,,,,,,
200764,Renaldo,Balkman,,,USA,,,False,True,False,2006.0,1.0,20.0
76090,Cedric,Ball,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1630163,LaMelo,Ball,,,,,,false,false,false,,,
1629071,LiAngelo,Ball,,,USA,,,"","","",2018.0,"",""
1628366,Lonzo,Ball,,,,,,,,,,,
76091,Greg,Ballard,,,USA,,,False,True,False,1977.0,1.0,4.0
1630642,Mitch,Ballock,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76092,Herschel,Baltimore,,,USA,,,False,True,False,-1.0,-1.0,-1.0
1628964,Mo,Bamba,,,,,,,,,,,
1631094,Paolo,Banchero,,,,,,false,false,false,,,
1630217,Desmond,Bane,,,,,,false,false,false,,,
43200,Marko,Banic,,,"",,,"","","","","",""
76093,Gene,Banks,,,USA,,,False,True,False,1981.0,2.0,28.0
2556,Marcus,Banks,,,USA,,,True,False,False,2003.0,1.0,13.0
101252,Sean,Banks,,,"",,,"","","","","",""
1630791,James,Banks III,,,USA,,,False,False,False,-22.0,-22.0,-22.0
76094,Ken,Bannister,,,USA,,,False,True,False,1984.0,7.0,156.0
76095,Mike,Bantom,,,USA,,,False,True,False,1973.0,1.0,8.0
1630625,Dalano,Banton,,,,,,,,,,,
43232,Tomer,Bar-Even,,,"",,,"","","","","",""
11257,Stanko,Barac,,,"",,,"","","","","",""
1627760,Cat,Barber,,,USA,,,True,False,False,2016.0,"",""
76096,John,Barber,,,USA,,,False,True,False,1956.0,"",""
2841,Steven,Barber,,,"",,,"","","","","",""
1962937929,Leandrinho,Barbosa,,,"",,,"","","","","",""
2571,Leandro,Barbosa,,,Brazil,,,True,False,False,2003.0,1.0,28.0
76097,Stephen,Bardo,,,USA,,,True,False,False,1990.0,2.0,41.0
200826,J.J.,Barea,,,Puerto Rico,,,True,False,False,-1.0,-1.0,-1.0
1628965,Jaylen,Barford,,,"",,,"","","","","",""
200745,Andrea,Bargnani,,,Italy,,,False,False,False,2006.0,1.0,1.0
76098,Cliff,Barker,,,USA,,,True,False,False,1949.0,5.0,""
76099,Tom,Barker,,,USA,,,False,False,True,1976.0,4.0,53.0
787,Charles,Barkley,,,USA,,,False,True,False,1984.0,1.0,5.0
2057,Erick,Barkley,,,USA,,,True,False,False,2000.0,1.0,28.0
76102,Don,Barksdale,,,USA,,,False,True,False,-1.0,-1.0,-1.0
201644,Omar,Barlett,,,"",,,"","","","","",""
64026,David,Barlow,,,"",,,"","","","","",""
6664001,David,Barlow,,,"",,,False,False,False,"","",""
1631230,Dominick,Barlow,,,,,,false,false,false,,,
203084,Harrison,Barnes,,,,,,false,false,false,,,
76103,Harry,Barnes,,,USA,,,False,True,False,1968.0,4.0,37.0
76105,Jim,Barnes,,,USA,,,False,False,True,1964.0,1.0,1.0
76104,Marvin,Barnes,,,USA,,,False,True,False,1974.0,1.0,2.0
2440,Matt,Barnes,,,USA,,,False,True,False,2002.0,2.0,45.0
1630567,Scottie,Barnes,,,,,,false,false,false,,,
76107,Dick,Barnett,,,USA,,,True,False,False,1959.0,1.0,4.0
76106,Jim,Barnett,,,USA,,,True,False,False,1966.0,1.0,8.0
76108,John,Barnhill,,,USA,,,True,False,False,1959.0,11.0,77.0
76109,Norton,Barnhill,,,USA,,,True,False,False,1976.0,8.0,134.0
1642964,Brooks,Barnhizer,,,,,,,,,,,
76110,Leo,Barnhorst,,,USA,,,False,True,False,1949.0,2.0,""
76111,John,Barr,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76112,Mike,Barr,,,USA,,,True,False,False,1972.0,1.0,180.0
76113,Thomas,Barr,,,USA,,,True,False,False,-22.0,-22.0,-22.0
2857,Andre,Barrett,,,USA,,,False,False,False,-22.0,-22.0,-22.0
500,Barrett,Barrett,,,"",,,"","","","","",""
76114,Ernie,Barrett,,,USA,,,"","","",1951.0,1.0,7.0
1629628,RJ,Barrett,,,,,,false,false,false,,,
2853,Earl,Barron,,,USA,,,False,True,True,-1.0,-1.0,-1.0
344,Dana,Barros,,,USA,,,True,False,False,1989.0,1.0,16.0
699,Brent,Barry,,,USA,,,True,False,False,1995.0,1.0,15.0
1003,Drew,Barry,,,USA,,,True,False,False,1996.0,2.0,57.0
468,Jon,Barry,,,USA,,,True,False,False,1992.0,1.0,21.0
600013,Rick,Barry,,,USA,,,False,True,False,1965.0,1.0,2.0
76117,Ed,Bartels,,,USA,,,False,True,False,-1.0,-1.0,-1.0
56036,Lorenzo,Bartoli,,,"",,,"","","","","",""
76118,Vic,Bartolome,,,USA,,,False,False,True,1970.0,6.0,87.0
44051,Lubos,Barton,,,"",,,"","","","","",""
203115,Will,Barton,,,USA,,,True,False,False,2012.0,2.0,40.0
27032,Gal,Baruch,,,"",,,"","","","","",""
101188,Eddie,Basden,,,USA,,,True,False,False,-1.0,-1.0,-1.0
559,Basile,Basile,,,"",,,"","","","","",""
56045,Gianluca,Basile,,,"",,,"","","","","",""
76119,Jerry,Baskerville,,,USA,,,False,True,False,-22.0,-22.0,-22.0
101138,Brandon,Bass,,,USA,,,False,True,False,2005.0,2.0,33.0
1628238,Paris,Bass,,,USA,,,False,True,False,-1.0,-1.0,-1.0
76120,Tim,Bassett,,,USA,,,False,True,False,1973.0,7.0,106.0
1629646,Charles,Bassey,,,,,,,,,,,
1766,Maceo,Baston,,,USA,,,False,True,False,1998.0,2.0,58.0
2370,Mengke,Bateer,,,China,,,False,False,True,-1.0,-1.0,-1.0
76121,Billyray,Bates,,,USA,,,True,False,False,1978.0,3.0,47.0
1641734,Emoni,Bates,,,,,,,,,,,
1642926,Tamar,Bates,,,,,,,,,,,
1628966,Keita,Bates-Diop,,,"",,,"","","","","",""
101212,Esteban,Batista,,,Uruguay,,,False,True,True,-22.0,-22.0,-22.0
1966938163,Esteban,Batista,,,"",,,"","","","","",""
1966938140,Lucas,Batista,,,"",,,"","","","","",""
56008,Michael,Batiste,,,"",,,"","","","","",""
2471,Mike,Batiste,,,USA,,,False,False,False,-22.0,-22.0,-22.0
1499,Tony,Battie,,,USA,,,False,False,True,1997.0,1.0,5.0
2203,Shane,Battier,,,USA,,,False,True,False,2001.0,1.0,6.0
1642419,Jamison,Battle,,,,,,,,,,,
174,John,Battle,,,USA,,,True,False,False,1985.0,4.0,84.0
76123,Kenny,Battle,,,USA,,,True,False,False,1989.0,1.0,27.0
1628967,Tyus,Battle,,,"",,,"","","","","",""
76124,Dave,Batton,,,USA,,,False,False,True,1978.0,3.0,62.0
204063,Kadeem,Batts,,,"",,,"","","","","",""
201587,Nicolas,Batum,,,,,,,,,,,
1641878,Damion,Baugh,,,,,,,,,,,
76125,Johnny,Baum,,,USA,,,False,True,False,1969.0,2.0,23.0
76126,Frankie,Baumholtz,,,USA,,,True,False,False,-1.0,-1.0,-1.0
2437,Lonny,Baxter,,,USA,,,False,True,False,2002.0,2.0,43.0
201573,Jerryd,Bayless,,,USA,,,True,False,False,2008.0,1.0,11.0
76127,Elgin,Baylor,,,USA,,,False,True,False,1958.0,1.0,1.0
203382,Aron,Baynes,,,Australia,,,False,True,True,-1.0,-1.0,-1.0
76128,Sergei,Bazarevich,,,Russia,,,True,False,False,-1.0,-1.0,-1.0
203145,Kent,Bazemore,,,USA,,,True,True,False,-1.0,-1.0,-1.0
1629647,Darius,Bazley,,,USA,,,False,True,False,2019.0,1.0,23.0
76129,Ed,Beach,,,USA,,,False,True,False,1950.0,5.0,""
1628431,V.J.,Beachem,,,"",,,"","","","","",""
203078,Bradley,Beal,,,,,,,,,,,
1631368,Justin,Bean,,,USA,,,False,False,False,-22.0,-22.0,-22.0
